"","sub","rr","v0","alpha","model"
"286","7bwng7h1w9q6djl","75",0.750012701305234,5.0762674041256e-05,"rw_base"
"287","7bwng7h1w9q6djl","75",0.750012701305234,5.0762674041256e-05,"rw_base"
"288","7bwng7h1w9q6djl","75",0.750012701305234,5.0762674041256e-05,"rw_base"
"289","7pjw0pz87exlgmd","25",0.199676265702096,0.0736879005461246,"rw_base"
"290","7pjw0pz87exlgmd","25",0.199676265702096,0.0736879005461246,"rw_base"
"291","7pjw0pz87exlgmd","25",0.199676265702096,0.0736879005461246,"rw_base"
"292","7pjw0pz87exlgmd","25",0.199676265702096,0.0736879005461246,"rw_base"
"293","7pjw0pz87exlgmd","50",0.515887133424169,0.032536353113047,"rw_base"
"294","7pjw0pz87exlgmd","50",0.515887133424169,0.032536353113047,"rw_base"
"295","7pjw0pz87exlgmd","50",0.515887133424169,0.032536353113047,"rw_base"
"296","7pjw0pz87exlgmd","50",0.515887133424169,0.032536353113047,"rw_base"
