,subject,condition,pu,step
1013,sh3z56uk3q0ddzd,5.0,1.0,12.25
1014,sr2txzbp1x3x7xu,0.0,1.0,9.75
1015,sr2txzbp1x3x7xu,1.0,0.0,16.5
1016,sr2txzbp1x3x7xu,2.0,1.0,11.5
1017,sr2txzbp1x3x7xu,3.0,0.0,20.0
1018,sr2txzbp1x3x7xu,4.0,0.0,18.0
1019,sr2txzbp1x3x7xu,5.0,1.0,10.5
1020,srpavyhwawz1j4f,0.0,1.0,19.25
1021,srpavyhwawz1j4f,1.0,0.0,26.25
1022,srpavyhwawz1j4f,2.0,0.0,24.75
1023,srpavyhwawz1j4f,3.0,1.0,14.0
1024,srpavyhwawz1j4f,4.0,1.0,17.25
1025,srpavyhwawz1j4f,5.0,0.0,29.5
1026,ssbsk72ruz2tdg1,0.0,0.0,22.75
1027,ssbsk72ruz2tdg1,1.0,1.0,14.5
1028,ssbsk72ruz2tdg1,2.0,0.0,21.75
1029,ssbsk72ruz2tdg1,3.0,1.0,13.25
1030,ssbsk72ruz2tdg1,4.0,0.0,19.25
1031,ssbsk72ruz2tdg1,5.0,1.0,19.5
1032,swmufx7egboodpe,0.0,0.0,14.25
1033,swmufx7egboodpe,1.0,1.0,13.25
1034,swmufx7egboodpe,2.0,0.0,16.25
1035,swmufx7egboodpe,3.0,1.0,12.0
1036,swmufx7egboodpe,4.0,0.0,17.0
1037,swmufx7egboodpe,5.0,1.0,9.5
1038,t53tjn7r8ydtmtq,0.0,1.0,10.75
1039,t53tjn7r8ydtmtq,1.0,0.0,22.75
1040,t53tjn7r8ydtmtq,2.0,1.0,14.5
1041,t53tjn7r8ydtmtq,3.0,0.0,24.75
1042,t53tjn7r8ydtmtq,4.0,0.0,20.0
1043,t53tjn7r8ydtmtq,5.0,1.0,17.75
1044,t6cgffrl2a875wr,0.0,1.0,13.75
1045,t6cgffrl2a875wr,1.0,0.0,25.5
1046,t6cgffrl2a875wr,2.0,1.0,23.0
1047,t6cgffrl2a875wr,3.0,0.0,21.0
1048,t6cgffrl2a875wr,4.0,0.0,26.0
1049,t6cgffrl2a875wr,5.0,1.0,20.5
1050,tfzsaz8h4rua9hm,0.0,0.0,25.25
1051,tfzsaz8h4rua9hm,1.0,1.0,19.0
1052,tfzsaz8h4rua9hm,2.0,0.0,23.75
1053,tfzsaz8h4rua9hm,3.0,1.0,19.0
1054,tfzsaz8h4rua9hm,4.0,0.0,29.0
1055,tfzsaz8h4rua9hm,5.0,1.0,22.25
1056,tk2emgkdo0xmkfn,0.0,0.0,23.5
1057,tk2emgkdo0xmkfn,1.0,1.0,20.25
1058,tk2emgkdo0xmkfn,2.0,0.0,27.0
1059,tk2emgkdo0xmkfn,3.0,1.0,17.75
1060,tk2emgkdo0xmkfn,4.0,0.0,23.75
1061,tk2emgkdo0xmkfn,5.0,1.0,17.25
1062,u22e26jm4cy25av,0.0,1.0,20.25
1063,u22e26jm4cy25av,1.0,0.0,16.25
1064,u22e26jm4cy25av,2.0,1.0,9.25
1065,u22e26jm4cy25av,3.0,0.0,15.25
1066,u22e26jm4cy25av,4.0,0.0,17.0
1067,u22e26jm4cy25av,5.0,1.0,11.0
1068,u556z6wn629kwu5,0.0,0.0,19.75
1069,u556z6wn629kwu5,1.0,1.0,17.5
1070,u556z6wn629kwu5,2.0,0.0,22.75
1071,u556z6wn629kwu5,3.0,1.0,16.5
1072,u556z6wn629kwu5,4.0,0.0,21.25
1073,u556z6wn629kwu5,5.0,1.0,19.0
1074,u5kwzdtotz39jwp,0.0,0.0,21.0
1075,u5kwzdtotz39jwp,1.0,1.0,14.5
1076,u5kwzdtotz39jwp,2.0,0.0,20.25
1077,u5kwzdtotz39jwp,3.0,1.0,14.25
1078,u5kwzdtotz39jwp,4.0,0.0,19.0
1079,u5kwzdtotz39jwp,5.0,1.0,15.0
1080,uaf4fed1xj02ps4,0.0,0.0,22.75
1081,uaf4fed1xj02ps4,1.0,1.0,16.75
1082,uaf4fed1xj02ps4,2.0,1.0,17.0
1083,uaf4fed1xj02ps4,3.0,0.0,21.5
1084,uaf4fed1xj02ps4,4.0,0.0,24.75
1085,uaf4fed1xj02ps4,5.0,1.0,18.0
1086,ug2w7q3f6pgxf6e,0.0,1.0,7.35
1087,ug2w7q3f6pgxf6e,1.0,0.0,18.0
1088,ug2w7q3f6pgxf6e,2.0,0.0,17.75
1089,ug2w7q3f6pgxf6e,3.0,1.0,10.75
1090,ug2w7q3f6pgxf6e,4.0,1.0,14.0
1091,ug2w7q3f6pgxf6e,5.0,0.0,22.5
1092,unp160hltucmgwb,0.0,1.0,11.0
1093,unp160hltucmgwb,1.0,0.0,20.0
1094,unp160hltucmgwb,2.0,1.0,14.25
1095,unp160hltucmgwb,3.0,0.0,21.25
1096,unp160hltucmgwb,4.0,0.0,20.0
1097,unp160hltucmgwb,5.0,1.0,17.5
1098,v1q2why8n7sann7,0.0,1.0,11.0
1099,v1q2why8n7sann7,1.0,0.0,19.0
1100,v1q2why8n7sann7,2.0,0.0,18.25
1101,v1q2why8n7sann7,3.0,1.0,10.75
1102,v1q2why8n7sann7,4.0,1.0,12.5
1103,v1q2why8n7sann7,5.0,0.0,16.25
1104,v2rgepeoz23lhyb,0.0,1.0,19.25
1105,v2rgepeoz23lhyb,1.0,0.0,21.25
1106,v2rgepeoz23lhyb,2.0,0.0,22.5
1107,v2rgepeoz23lhyb,3.0,1.0,17.5
1108,v2rgepeoz23lhyb,4.0,1.0,18.0
1109,v2rgepeoz23lhyb,5.0,0.0,23.0
1110,vbk9loz7eg3eo6s,0.0,0.0,25.0
1111,vbk9loz7eg3eo6s,1.0,1.0,20.75
1112,vbk9loz7eg3eo6s,2.0,0.0,25.25
1113,vbk9loz7eg3eo6s,3.0,1.0,18.5
1114,vbk9loz7eg3eo6s,4.0,0.0,20.25
1115,vbk9loz7eg3eo6s,5.0,1.0,18.75
1116,vgcflf6f0nxe8tt,0.0,1.0,4.3
1117,vgcflf6f0nxe8tt,1.0,0.0,13.0
1118,vgcflf6f0nxe8tt,2.0,0.0,14.75
1119,vgcflf6f0nxe8tt,3.0,1.0,3.55
1120,vgcflf6f0nxe8tt,4.0,1.0,4.75
1121,vgcflf6f0nxe8tt,5.0,0.0,10.5
1122,vnoz56ecccya7hk,0.0,0.0,28.5
1123,vnoz56ecccya7hk,1.0,1.0,14.25
1124,vnoz56ecccya7hk,2.0,0.0,24.0
1125,vnoz56ecccya7hk,3.0,1.0,13.0
1126,vnoz56ecccya7hk,4.0,0.0,23.0
1127,vnoz56ecccya7hk,5.0,1.0,22.75
1128,w6pajch9t65cj07,0.0,1.0,24.0
1129,w6pajch9t65cj07,1.0,0.0,39.0
1130,w6pajch9t65cj07,2.0,1.0,27.75
1131,w6pajch9t65cj07,3.0,0.0,38.5
1132,w6pajch9t65cj07,4.0,0.0,51.75
1133,w6pajch9t65cj07,5.0,1.0,29.5
1134,wey1upork0e0epr,0.0,1.0,11.25
1135,wey1upork0e0epr,1.0,0.0,18.5
1136,wey1upork0e0epr,2.0,1.0,17.5
1137,wey1upork0e0epr,3.0,0.0,20.25
1138,wey1upork0e0epr,4.0,0.0,27.25
1139,wey1upork0e0epr,5.0,1.0,16.25
1140,wf4mq2s0e98ce4z,0.0,1.0,9.25
1141,wf4mq2s0e98ce4z,1.0,0.0,16.5
1142,wf4mq2s0e98ce4z,2.0,1.0,10.5
1143,wf4mq2s0e98ce4z,3.0,0.0,24.25
1144,wf4mq2s0e98ce4z,4.0,0.0,20.0
1145,wf4mq2s0e98ce4z,5.0,1.0,12.25
1146,ws44qtt9xen2xsl,0.0,1.0,11.75
1147,ws44qtt9xen2xsl,1.0,0.0,18.75
1148,ws44qtt9xen2xsl,2.0,0.0,17.25
1149,ws44qtt9xen2xsl,3.0,1.0,11.25
1150,ws44qtt9xen2xsl,4.0,1.0,12.0
1151,ws44qtt9xen2xsl,5.0,0.0,20.25
1152,wwv18727elhq22u,0.0,0.0,16.75
1153,wwv18727elhq22u,1.0,1.0,10.0
1154,wwv18727elhq22u,2.0,0.0,16.0
1155,wwv18727elhq22u,3.0,1.0,8.5
1156,wwv18727elhq22u,4.0,0.0,20.75
1157,wwv18727elhq22u,5.0,1.0,17.75
1158,wx6wj654e49s6of,0.0,1.0,12.5
1159,wx6wj654e49s6of,1.0,0.0,20.0
1160,wx6wj654e49s6of,2.0,0.0,28.25
1161,wx6wj654e49s6of,3.0,1.0,17.5
1162,wx6wj654e49s6of,4.0,1.0,18.25
1163,wx6wj654e49s6of,5.0,0.0,25.75
1164,x0nfe7hwu2yt5az,0.0,1.0,15.5
1165,x0nfe7hwu2yt5az,1.0,0.0,21.25
1166,x0nfe7hwu2yt5az,2.0,1.0,15.25
1167,x0nfe7hwu2yt5az,3.0,0.0,20.25
1168,x0nfe7hwu2yt5az,4.0,0.0,23.0
1169,x0nfe7hwu2yt5az,5.0,1.0,18.0
1170,x0ztn8ulz4wsjnf,0.0,0.0,18.75
1171,x0ztn8ulz4wsjnf,1.0,1.0,19.25
1172,x0ztn8ulz4wsjnf,2.0,1.0,15.25
1173,x0ztn8ulz4wsjnf,3.0,0.0,24.25
1174,x0ztn8ulz4wsjnf,4.0,0.0,23.75
1175,x0ztn8ulz4wsjnf,5.0,1.0,19.5
1176,x31a150jh7x0sc3,0.0,0.0,29.0
1177,x31a150jh7x0sc3,1.0,1.0,20.5
1178,x31a150jh7x0sc3,2.0,1.0,16.75
1179,x31a150jh7x0sc3,3.0,0.0,23.0
1180,x31a150jh7x0sc3,4.0,0.0,21.75
1181,x31a150jh7x0sc3,5.0,1.0,14.75
1182,x6cu75oy88jq32r,0.0,0.0,16.75
1183,x6cu75oy88jq32r,1.0,1.0,14.5
1184,x6cu75oy88jq32r,2.0,0.0,22.5
1185,x6cu75oy88jq32r,3.0,1.0,13.75
1186,x6cu75oy88jq32r,4.0,0.0,24.25
1187,x6cu75oy88jq32r,5.0,1.0,19.5
1188,x8law3bwbr5x4um,0.0,0.0,25.75
1189,x8law3bwbr5x4um,1.0,1.0,19.75
1190,x8law3bwbr5x4um,2.0,0.0,28.25
1191,x8law3bwbr5x4um,3.0,1.0,15.0
1192,x8law3bwbr5x4um,4.0,0.0,21.25
1193,x8law3bwbr5x4um,5.0,1.0,18.25
1194,xazdw7q49mfrccu,0.0,1.0,13.0
1195,xazdw7q49mfrccu,1.0,0.0,24.5
1196,xazdw7q49mfrccu,2.0,1.0,19.0
1197,xazdw7q49mfrccu,3.0,0.0,21.75
1198,xazdw7q49mfrccu,4.0,0.0,30.0
1199,xazdw7q49mfrccu,5.0,1.0,21.0
1200,y71fvh7ol8vycb2,0.0,0.0,26.75
1201,y71fvh7ol8vycb2,1.0,1.0,17.0
1202,y71fvh7ol8vycb2,2.0,1.0,12.5
1203,y71fvh7ol8vycb2,3.0,0.0,21.5
1204,y71fvh7ol8vycb2,4.0,0.0,22.0
1205,y71fvh7ol8vycb2,5.0,1.0,13.25
1206,yh55038bo4e9rhm,0.0,0.0,24.75
1207,yh55038bo4e9rhm,1.0,1.0,15.5
1208,yh55038bo4e9rhm,2.0,0.0,26.25
1209,yh55038bo4e9rhm,3.0,1.0,19.75
1210,yh55038bo4e9rhm,4.0,0.0,25.75
1211,yh55038bo4e9rhm,5.0,1.0,16.75
1212,z7z5ejt5cs81lbt,0.0,1.0,7.0
1213,z7z5ejt5cs81lbt,1.0,0.0,24.25
1214,z7z5ejt5cs81lbt,2.0,0.0,31.25
1215,z7z5ejt5cs81lbt,3.0,1.0,21.0
1216,z7z5ejt5cs81lbt,4.0,1.0,20.0
1217,z7z5ejt5cs81lbt,5.0,0.0,26.75
1218,zdzld8scpb2ydmo,0.0,1.0,16.0
1219,zdzld8scpb2ydmo,1.0,0.0,19.0
1220,zdzld8scpb2ydmo,2.0,0.0,23.5
1221,zdzld8scpb2ydmo,3.0,1.0,11.5
1222,zdzld8scpb2ydmo,4.0,1.0,13.0
1223,zdzld8scpb2ydmo,5.0,0.0,21.75
1224,zg0zoa2qo7tsvnk,0.0,1.0,17.0
1225,zg0zoa2qo7tsvnk,1.0,0.0,27.0
1226,zg0zoa2qo7tsvnk,2.0,0.0,28.75
1227,zg0zoa2qo7tsvnk,3.0,1.0,17.25
1228,zg0zoa2qo7tsvnk,4.0,1.0,26.25
1229,zg0zoa2qo7tsvnk,5.0,0.0,32.0
1230,zqr31esvemh6qkz,0.0,0.0,20.25
1231,zqr31esvemh6qkz,1.0,1.0,19.25
1232,zqr31esvemh6qkz,2.0,1.0,13.5
1233,zqr31esvemh6qkz,3.0,0.0,22.0
1234,zqr31esvemh6qkz,4.0,0.0,22.5
1235,zqr31esvemh6qkz,5.0,1.0,16.75
1236,zw8s7wsog20kbc4,0.0,0.0,45.5
1237,zw8s7wsog20kbc4,1.0,1.0,34.5
1238,zw8s7wsog20kbc4,2.0,1.0,37.25
1239,zw8s7wsog20kbc4,3.0,0.0,55.75
1240,zw8s7wsog20kbc4,4.0,0.0,55.75
1241,zw8s7wsog20kbc4,5.0,1.0,33.0
1242,zwxx44lymw33vjg,0.0,1.0,14.75
1243,zwxx44lymw33vjg,1.0,0.0,24.25
1244,zwxx44lymw33vjg,2.0,0.0,20.25
1245,zwxx44lymw33vjg,3.0,1.0,17.5
1246,zwxx44lymw33vjg,4.0,1.0,12.75
1247,zwxx44lymw33vjg,5.0,0.0,25.5
