"","sub","model","rr","pu","omega","lambda","offset","bestfit"
"671","rn0an20lmaomk57","value_alt_offset",3,1,0.166666666666667,2.56110065263539,-0.0733119951238749,"value_alt_offset"
"672","rn0an20lmaomk57","value_alt_offset",3,2,0.5,6.79012345679034,-0.0184634892550423,"perc_offset"
"673","rxol1dxl6nen4em","value_alt_offset",1,1,0.5,1.07910379515514,9.2202030514299e-05,"value_alt_offset"
"674","rxol1dxl6nen4em","value_alt_offset",1,2,0.5,2.79835390946441,-0.00253690442275045,"perc_offset"
"675","rxol1dxl6nen4em","value_alt_offset",2,1,0.5,1.72839506172834,-0.0041152263374048,"value_alt_offset"
"676","rxol1dxl6nen4em","value_alt_offset",2,2,0.5,1.90672153635124,0.0754458161865428,"value_alt_offset"
"677","rxol1dxl6nen4em","value_alt_offset",3,1,0.5,2.09876543209869,0.0452674897119383,"value_alt_offset"
"678","rxol1dxl6nen4em","value_alt_offset",3,2,0.5,2.70233196159105,0.0946502057614378,"value_alt_offset"
"679","ryf84f70g5thl4l","value_alt_offset",1,1,0.5,0.946502057613387,0.00210805916908763,"perc_offset"
"680","ryf84f70g5thl4l","value_alt_offset",1,2,0.5,2.71604938271611,0.0105166895286455,"value_alt_offset"
"681","ryf84f70g5thl4l","value_alt_offset",2,1,0.5,2.51028806584313,-0.151269849307545,"value_alt_offset"
"682","ryf84f70g5thl4l","value_alt_offset",2,2,0.5,2.22679469593247,0.0102854256407336,"value_alt_offset"
"683","ryf84f70g5thl4l","value_alt_offset",3,1,0.5,1.27572016460927,0.0534979423868167,"value_alt_offset"
"684","ryf84f70g5thl4l","value_alt_offset",3,2,0.5,1.66757714420809,0.0485693442793391,"value_alt_offset"
"685","s79rv87vd0ov68q","value_alt_offset",1,1,0.5,5,-0.666666666666667,"perc_offset"
"686","s79rv87vd0ov68q","value_alt_offset",1,2,0.5,0.807803688463946,-0.0370370370370421,"perc_offset"
"687","s79rv87vd0ov68q","value_alt_offset",2,1,0.5,0.728933650816016,-0.0102118579488768,"perc_offset"
"688","s79rv87vd0ov68q","value_alt_offset",2,2,0.166666666666667,0.0617283950617287,-0.658750002270093,"value_alt_offset"
"689","s79rv87vd0ov68q","value_alt_offset",3,1,0.5,2.05761316872363,-0.250708921587923,"value_alt_offset"
"690","s79rv87vd0ov68q","value_alt_offset",3,2,0.5,0.932193532973212,-0.0672153635116451,"value_alt_offset"
"691","s7enbyv4of56b3e","value_alt_offset",1,1,0.5,5,-0.666666666666667,"perc_offset"
"692","s7enbyv4of56b3e","value_alt_offset",1,2,0.5,0.731595793326155,-0.00350737576178872,"perc_offset"
"693","s7enbyv4of56b3e","value_alt_offset",2,1,0.5,2.22247624853935,-0.267540517197582,"value_alt_offset"
"694","s7enbyv4of56b3e","value_alt_offset",2,2,0.5,0.602789467618069,-0.00130400177108436,"perc_offset"
"695","s7enbyv4of56b3e","value_alt_offset",3,1,0.5,1.23456790123467,-0.187014174669151,"value_alt_offset"
"696","s7enbyv4of56b3e","value_alt_offset",3,2,0.5,0.718431183838487,-0.00340395265224835,"perc_offset"
"697","sh3z56uk3q0ddzd","value_alt_offset",1,1,0.5,1.48148148148147,-0.00929736320643482,"perc_offset"
"698","sh3z56uk3q0ddzd","value_alt_offset",1,2,0.5,3.45679012345671,-0.00927593690108086,"perc_offset"
"699","sh3z56uk3q0ddzd","value_alt_offset",2,1,0.5,2.0210333790581,0.0041152263374431,"value_alt_offset"
"700","sh3z56uk3q0ddzd","value_alt_offset",2,2,0.388888888888889,4.01112375086639,-0.195555553141448,"value_alt_offset"
"701","sh3z56uk3q0ddzd","value_alt_offset",3,1,0.166666666666667,1.89366405740987,-0.404999999692649,"value_alt_offset"
"702","sh3z56uk3q0ddzd","value_alt_offset",3,2,0.388888888888889,6.63929319375966,-0.172777775178917,"value_alt_offset"
"703","ssbsk72ruz2tdg1","value_alt_offset",1,1,0.5,0.776844863926813,-0.0617283950618596,"perc_offset"
"704","ssbsk72ruz2tdg1","value_alt_offset",1,2,0.5,0.680282477259311,0.0370370370370412,"perc_offset"
"705","ssbsk72ruz2tdg1","value_alt_offset",2,1,0.5,1.40426890277349,0.114661781177333,"value_alt_offset"
"706","ssbsk72ruz2tdg1","value_alt_offset",2,2,0.5,0.946502057524597,0.0205761316907407,"value_alt_offset"
"707","ssbsk72ruz2tdg1","value_alt_offset",3,1,0.5,0.0617283950617287,-0.0100000028651039,"perc_offset"
"708","ssbsk72ruz2tdg1","value_alt_offset",3,2,0.5,1.25743026984873,-0.0617283950621343,"value_alt_offset"
"709","swmufx7egboodpe","value_alt_offset",1,1,0.166666666666667,9.2605293898889,0.0113888894273504,"value_alt_offset"
"710","swmufx7egboodpe","value_alt_offset",1,2,0.166666666666667,9.99999999994689,0.00305555679668013,"value_alt_offset"
"711","swmufx7egboodpe","value_alt_offset",2,1,0.166666666666667,8.25915826534638,0.00999999770275428,"value_alt_offset"
"712","swmufx7egboodpe","value_alt_offset",2,2,0.166666666666667,9.99999999999804,0.0194444393819526,"value_alt_offset"
"713","swmufx7egboodpe","value_alt_offset",3,1,0.166666666666667,9.99999999999998,0.0024999966603092,"perc_offset"
"714","swmufx7egboodpe","value_alt_offset",3,2,0.166666666666667,9.99999999999994,-0.00472222122618826,"perc_offset"
"715","t53tjn7r8ydtmtq","value_alt_offset",1,1,0.166666666666667,9.99999999998235,0.0400000017163926,"value_alt_offset"
"716","t53tjn7r8ydtmtq","value_alt_offset",1,2,0.166666666666667,9.80002556946164,0.0736111094010827,"value_alt_offset"
"717","t53tjn7r8ydtmtq","value_alt_offset",2,1,0.5,1.11111111111112,0.0689427424669689,"value_alt_offset"
"718","t53tjn7r8ydtmtq","value_alt_offset",2,2,0.166666666666667,9.99999999999847,-0.0136111088473189,"perc_offset"
"719","t53tjn7r8ydtmtq","value_alt_offset",3,1,0.5,0.793070162086494,0.15864811149812,"value_alt_offset"
"720","t53tjn7r8ydtmtq","value_alt_offset",3,2,0.5,2.46913580246892,0.141289437585777,"value_alt_offset"
"721","tk2emgkdo0xmkfn","value_alt_offset",1,1,0.166666666666667,3.15427900613692,-0.108611106523073,"value_alt_offset"
"722","tk2emgkdo0xmkfn","value_alt_offset",1,2,0.166666666666667,4.60085642254494,0.0216666651521122,"value_alt_offset"
"723","tk2emgkdo0xmkfn","value_alt_offset",2,1,0.166666666666667,1.35802469135797,0.112025605852781,"value_alt_offset"
"724","tk2emgkdo0xmkfn","value_alt_offset",2,2,0.166666666666667,2.74958085657084,-0.100682792537575,"value_alt_offset"
"725","tk2emgkdo0xmkfn","value_alt_offset",3,1,0.166666666666667,2.92181069958826,-0.0342935528120368,"value_alt_offset"
"726","tk2emgkdo0xmkfn","value_alt_offset",3,2,0.166666666666667,1.31049344591955,0.218106995884787,"value_alt_offset"
"727","u22e26jm4cy25av","value_alt_offset",1,1,0.462962962962963,3.82142872417881,-0.0783333342668582,"value_alt_offset"
"728","u22e26jm4cy25av","value_alt_offset",1,2,0.462962962962963,4.19363691681263,-0.0961111136965878,"value_alt_offset"
"729","u22e26jm4cy25av","value_alt_offset",2,1,0.166666666666667,4.16451428738625,-0.0841666688413064,"value_alt_offset"
"730","u22e26jm4cy25av","value_alt_offset",2,2,0.462962962962963,4.38226214979559,-0.0752777791264415,"value_alt_offset"
"731","u22e26jm4cy25av","value_alt_offset",3,1,0.462962962962963,5.76727244713861,-0.109166673422892,"value_alt_offset"
"732","u22e26jm4cy25av","value_alt_offset",3,2,0.166666666666667,8.21026890758996,-0.143333333122272,"value_alt_offset"
"733","u556z6wn629kwu5","value_alt_offset",1,1,0.5,1.09739368998694,0.000762078950986789,"value_alt_offset"
"734","u556z6wn629kwu5","value_alt_offset",1,2,0.5,1.10145811077202,0.160493827161762,"perc_offset"
"735","u556z6wn629kwu5","value_alt_offset",2,1,0.5,1.1705868148363,0.0370370370370372,"value_alt_offset"
"736","u556z6wn629kwu5","value_alt_offset",2,2,0.5,1.25494645702786,0.0864197530862889,"value_alt_offset"
"737","u556z6wn629kwu5","value_alt_offset",3,1,0.5,1.31687242797502,-0.149519890260324,"value_alt_offset"
"738","u556z6wn629kwu5","value_alt_offset",3,2,0.5,1.71010516689463,-0.0480109739365161,"value_alt_offset"
"739","u5kwzdtotz39jwp","value_alt_offset",1,1,0.5,1.35802469135799,-0.00822964970647233,"perc_offset"
"740","u5kwzdtotz39jwp","value_alt_offset",1,2,0.5,2.60918897866256,1.05827954794968e-05,"value_alt_offset"
"741","u5kwzdtotz39jwp","value_alt_offset",2,1,0.5,1.20781255434784,0.0635573845450248,"value_alt_offset"
"742","u5kwzdtotz39jwp","value_alt_offset",2,2,0.5,1.41746684956627,0.0178326474595627,"value_alt_offset"
"743","u5kwzdtotz39jwp","value_alt_offset",3,1,0.5,1.97530864197538,-0.138545953360776,"value_alt_offset"
"744","u5kwzdtotz39jwp","value_alt_offset",3,2,0.5,1.85358299418979,-0.138545953360809,"value_alt_offset"
"745","uaf4fed1xj02ps4","value_alt_offset",1,1,0.166666666666667,1.1578793010093,0.0474999968316077,"value_alt_offset"
"746","uaf4fed1xj02ps4","value_alt_offset",1,2,0.166666666666667,1.94325521332972,-0.0694043330957304,"value_alt_offset"
"747","uaf4fed1xj02ps4","value_alt_offset",2,1,0.166666666666667,1.75424538243482,0.0211111085557478,"value_alt_offset"
"748","uaf4fed1xj02ps4","value_alt_offset",2,2,0.166666666666667,2.05804418619687,-0.0989839560774151,"value_alt_offset"
"749","uaf4fed1xj02ps4","value_alt_offset",3,1,0.166666666666667,1.65477147750561,-0.155000000507897,"value_alt_offset"
"750","uaf4fed1xj02ps4","value_alt_offset",3,2,0.166666666666667,2.68491390862731,-0.159852647547142,"value_alt_offset"
"751","ug2w7q3f6pgxf6e","value_alt_offset",1,1,0.166666666666667,0.558934451020564,0.235000013146518,"value_alt_offset"
"752","ug2w7q3f6pgxf6e","value_alt_offset",1,2,0.166666666666667,1.37717193630407,0.0647222248485675,"value_alt_offset"
"753","ug2w7q3f6pgxf6e","value_alt_offset",2,1,0.166666666666667,1.52239386624467,0.00972222715871851,"value_alt_offset"
"754","ug2w7q3f6pgxf6e","value_alt_offset",2,2,0.166666666666667,1.52501538161174,0.142499988965239,"value_alt_offset"
"755","ug2w7q3f6pgxf6e","value_alt_offset",3,1,0.166666666666667,2.69399229338815,-0.077777786295645,"value_alt_offset"
"756","ug2w7q3f6pgxf6e","value_alt_offset",3,2,0.166666666666667,2.80176566471911,-0.0840797606860695,"value_alt_offset"
"757","unp160hltucmgwb","value_alt_offset",1,1,0.166666666666667,1.42497577526594,0.0363889014655756,"value_alt_offset"
"758","unp160hltucmgwb","value_alt_offset",1,2,0.166666666666667,1.96838101404596,0.00222222120186144,"value_alt_offset"
"759","unp160hltucmgwb","value_alt_offset",2,1,0.5,4.44444444444452,-0.213315274990911,"value_alt_offset"
"760","unp160hltucmgwb","value_alt_offset",2,2,0.166666666666667,4.76350836037826,-0.0286111145763384,"value_alt_offset"
"761","unp160hltucmgwb","value_alt_offset",3,1,0.166666666666667,4.97301459158641,0.0280555579162416,"value_alt_offset"
"762","unp160hltucmgwb","value_alt_offset",3,2,0.5,4.44444444444452,-0.147549331720817,"value_alt_offset"
"763","v2rgepeoz23lhyb","value_alt_offset",1,1,0.166666666666667,0.530354203853168,0.198888887365996,"value_alt_offset"
"764","v2rgepeoz23lhyb","value_alt_offset",1,2,0.166666666666667,1.84084501271561,0.0669444459866093,"value_alt_offset"
"765","v2rgepeoz23lhyb","value_alt_offset",2,1,0.166666666666667,2.29227903586689,-0.0280555579587304,"value_alt_offset"
"766","v2rgepeoz23lhyb","value_alt_offset",2,2,0.462962962962963,5.39162936475465,-0.0658333431611564,"value_alt_offset"
"767","v2rgepeoz23lhyb","value_alt_offset",3,1,0.166666666666667,2.76634659352086,-0.209876543209891,"value_alt_offset"
"768","v2rgepeoz23lhyb","value_alt_offset",3,2,0.388888888888889,3.67277108998401,-0.272499996767079,"value_alt_offset"
"769","vnoz56ecccya7hk","value_alt_offset",1,1,0.5,1.81069958847754,0.0524253868239259,"value_alt_offset"
"770","vnoz56ecccya7hk","value_alt_offset",1,2,0.5,1.9753086419753,-0.0103358414929678,"value_alt_offset"
"771","vnoz56ecccya7hk","value_alt_offset",2,1,0.5,2.96296296296297,-0.189757658893593,"value_alt_offset"
"772","vnoz56ecccya7hk","value_alt_offset",2,2,0.5,2.2222222222222,-0.0617283950617222,"value_alt_offset"
"773","vnoz56ecccya7hk","value_alt_offset",3,1,0.5,1.79485587286651,-0.0998323426295163,"value_alt_offset"
"774","vnoz56ecccya7hk","value_alt_offset",3,2,0.5,2.09876543209875,-0.0569828069207292,"value_alt_offset"
"775","wey1upork0e0epr","value_alt_offset",1,1,0.5,5,-0.666666666666667,"perc_offset"
"776","wey1upork0e0epr","value_alt_offset",1,2,0.5,0.740740740740959,0.00853516501783802,"perc_offset"
"777","wey1upork0e0epr","value_alt_offset",2,1,0.5,0.575774168700761,-0.00411522633744676,"perc_offset"
"778","wey1upork0e0epr","value_alt_offset",2,2,0.5,0.643397812031837,-0.102880658436199,"perc_offset"
"779","wey1upork0e0epr","value_alt_offset",3,1,0.5,0.555555555555556,-0.190000023462976,"perc_offset"
"780","wey1upork0e0epr","value_alt_offset",3,2,0.5,1.48148043610569,-0.179528656782011,"perc_offset"
"781","wf4mq2s0e98ce4z","value_alt_offset",1,1,0.166666666666667,2.40588820534845,-0.0269444448438979,"value_alt_offset"
"782","wf4mq2s0e98ce4z","value_alt_offset",1,2,0.166666666666667,1.86091467919241,0.00499999713059429,"value_alt_offset"
"783","wf4mq2s0e98ce4z","value_alt_offset",2,1,0.166666666666667,2.23934817500063,-0.0200000005678587,"value_alt_offset"
"784","wf4mq2s0e98ce4z","value_alt_offset",2,2,0.166666666666667,5.24937648560967,-0.0294444416954932,"value_alt_offset"
"785","wf4mq2s0e98ce4z","value_alt_offset",3,1,0.166666666666667,5.0120150847262,-0.0372222217016853,"value_alt_offset"
"786","wf4mq2s0e98ce4z","value_alt_offset",3,2,0.166666666666667,2.82070005595393,-0.215833334492977,"value_alt_offset"
"787","ws44qtt9xen2xsl","value_alt_offset",1,1,0.5,2.5102880658434,-0.00213435800516149,"value_alt_offset"
"788","ws44qtt9xen2xsl","value_alt_offset",1,2,0.5,2.83950617283973,0.00372569032655279,"value_alt_offset"
"789","ws44qtt9xen2xsl","value_alt_offset",2,1,0.5,2.20269948422063,-0.17365986374932,"value_alt_offset"
"790","ws44qtt9xen2xsl","value_alt_offset",2,2,0.5,1.358024691358,0.0453691002426357,"value_alt_offset"
"791","ws44qtt9xen2xsl","value_alt_offset",3,1,0.5,1.58166193410293,-0.00823832755238929,"value_alt_offset"
"792","ws44qtt9xen2xsl","value_alt_offset",3,2,0.5,1.30908228758722,0.102880658436257,"value_alt_offset"
"793","wwv18727elhq22u","value_alt_offset",1,1,0.166666666666667,7.59764778890028,-0.000555556575119631,"value_alt_offset"
"794","wwv18727elhq22u","value_alt_offset",1,2,0.5,9.9862825788719,-0.00132978447812959,"value_alt_offset"
"795","wwv18727elhq22u","value_alt_offset",2,1,0.5,9.99999999999978,-0.000248722003716284,"value_alt_offset"
"796","wwv18727elhq22u","value_alt_offset",2,2,0.5,9.91769547325038,0.00450347884944291,"value_alt_offset"
"797","wwv18727elhq22u","value_alt_offset",3,1,0.166666666666667,9.99999999999998,-0.00166666972617457,"perc_offset"
"798","wwv18727elhq22u","value_alt_offset",3,2,0.5,9.99991532456096,0.0203221053701166,"perc_offset"
"799","x0nfe7hwu2yt5az","value_alt_offset",1,1,0.5,0.481346109188355,0.0143007872771543,"perc_offset"
"800","x0nfe7hwu2yt5az","value_alt_offset",1,2,0.5,5,-0.666666666666667,"perc_offset"
"801","x0nfe7hwu2yt5az","value_alt_offset",2,1,0.5,0.0617283950617287,0.0013888888566238,"perc_offset"
"802","x0nfe7hwu2yt5az","value_alt_offset",2,2,0.5,0.596636388369869,-0.000321766671901536,"perc_offset"
"803","x0nfe7hwu2yt5az","value_alt_offset",3,1,0.5,0.0617283950617287,-0.00500000917607624,"perc_offset"
"804","x0nfe7hwu2yt5az","value_alt_offset",3,2,0.5,1.79240969374473,-0.244798043587948,"value_alt_offset"
"805","x0ztn8ulz4wsjnf","value_alt_offset",1,1,0.166666666666667,2.46041472553898,-0.0361111102769502,"value_alt_offset"
"806","x0ztn8ulz4wsjnf","value_alt_offset",1,2,0.166666666666667,3.53732591308561,0.0325000037190428,"value_alt_offset"
"807","x0ztn8ulz4wsjnf","value_alt_offset",2,1,0.166666666666667,3.92459706745143,0.00222222164799035,"value_alt_offset"
"808","x0ztn8ulz4wsjnf","value_alt_offset",2,2,0.166666666666667,4.32919544171184,-0.0644444439869144,"value_alt_offset"
"809","x0ztn8ulz4wsjnf","value_alt_offset",3,1,0.166666666666667,4.44444444444444,-0.0260631001368099,"value_alt_offset"
"810","x0ztn8ulz4wsjnf","value_alt_offset",3,2,0.166666666666667,5.46016722156375,-0.0291666659883214,"value_alt_offset"
"811","x31a150jh7x0sc3","value_alt_offset",1,1,0.166666666666667,0.0617283950617287,0.25722227593886,"value_alt_offset"
"812","x31a150jh7x0sc3","value_alt_offset",1,2,0.5,1.71010516689332,0.0461819844542444,"value_alt_offset"
"813","x31a150jh7x0sc3","value_alt_offset",2,1,0.166666666666667,0.647583987226861,-0.251028806584347,"value_alt_offset"
"814","x31a150jh7x0sc3","value_alt_offset",2,2,0.166666666666667,0.763311059392342,0.15111111310722,"value_alt_offset"
"815","x31a150jh7x0sc3","value_alt_offset",3,1,0.166666666666667,0.617283950617276,0.0370370370370379,"value_alt_offset"
"816","x31a150jh7x0sc3","value_alt_offset",3,2,0.166666666666667,1.36163951050095,0.00638888770800161,"value_alt_offset"
"817","x6cu75oy88jq32r","value_alt_offset",1,1,0.166666666666667,2.08796175723169,-0.00298865969373141,"value_alt_offset"
"818","x6cu75oy88jq32r","value_alt_offset",1,2,0.5,2.59259259259261,0.0241756963445035,"value_alt_offset"
"819","x6cu75oy88jq32r","value_alt_offset",2,1,0.166666666666667,1.85473081676158,-0.0636589950400233,"value_alt_offset"
"820","x6cu75oy88jq32r","value_alt_offset",2,2,0.166666666666667,2.00071127368205,0.102903238563914,"value_alt_offset"
"821","x6cu75oy88jq32r","value_alt_offset",3,1,0.166666666666667,1.53635116598101,-0.0699588477366693,"value_alt_offset"
"822","x6cu75oy88jq32r","value_alt_offset",3,2,0.166666666666667,1.92941455385513,-0.173079733495303,"value_alt_offset"
"823","y71fvh7ol8vycb2","value_alt_offset",1,1,0.166666666666667,3.79973438885417,-0.00111111142945619,"value_alt_offset"
"824","y71fvh7ol8vycb2","value_alt_offset",1,2,0.166666666666667,4.48801257127111,-0.0166666663644675,"perc_offset"
"825","y71fvh7ol8vycb2","value_alt_offset",2,1,0.166666666666667,6.15305920229738,-0.000555551412770083,"value_alt_offset"
"826","y71fvh7ol8vycb2","value_alt_offset",2,2,0.166666666666667,6.2962962963022,0.00333333256050294,"value_alt_offset"
"827","y71fvh7ol8vycb2","value_alt_offset",3,1,0.5,3.95061728395059,-0.00746837372340592,"value_alt_offset"
"828","y71fvh7ol8vycb2","value_alt_offset",3,2,0.166666666666667,9.99999999999998,-0.00555555716540923,"perc_offset"
"829","zdzld8scpb2ydmo","value_alt_offset",1,1,0.5,0.931128757889993,0.0249692266533692,"value_alt_offset"
"830","zdzld8scpb2ydmo","value_alt_offset",1,2,0.5,1.29474604271639,0.179048687400307,"value_alt_offset"
"831","zdzld8scpb2ydmo","value_alt_offset",2,1,0.5,1.3168724279835,-0.135802469135797,"perc_offset"
"832","zdzld8scpb2ydmo","value_alt_offset",2,2,0.5,1.2425733904733,0.00986772016384885,"value_alt_offset"
"833","zdzld8scpb2ydmo","value_alt_offset",3,1,0.5,1.38545953360774,-0.135802469135812,"value_alt_offset"
"834","zdzld8scpb2ydmo","value_alt_offset",3,2,0.5,1.89757658893483,-0.147086255500924,"value_alt_offset"
"835","zqr31esvemh6qkz","value_alt_offset",1,1,0.388888888888889,6.66666666666601,0.404722208103715,"perc_offset"
"836","zqr31esvemh6qkz","value_alt_offset",1,2,0.166666666666667,9.10118970243724,0.320555560562238,"perc_offset"
"837","zqr31esvemh6qkz","value_alt_offset",2,1,0.5,3.33333333333331,-0.102880658436209,"value_alt_offset"
"838","zqr31esvemh6qkz","value_alt_offset",2,2,0.5,0.910692709904664,0.0448423005320195,"value_alt_offset"
"839","zqr31esvemh6qkz","value_alt_offset",3,1,0.5,0.811748936216854,0.349794238683138,"value_alt_offset"
"840","zqr31esvemh6qkz","value_alt_offset",3,2,0.5,0.60881640670333,0.259259259259259,"value_alt_offset"
