"","sub","model","rr","pu","rho","bestfit"
"625","qeaducsgetncgeb","perc_offset",1,1,0.0185185185185185,"perc_offset"
"626","qeaducsgetncgeb","perc_offset",1,2,0.0679012345679013,"perc_offset"
"627","qeaducsgetncgeb","perc_offset",2,1,0.0683585549126829,"perc_offset"
"628","qeaducsgetncgeb","perc_offset",2,2,0.0569272976680384,"perc_offset"
"629","qeaducsgetncgeb","perc_offset",3,1,0.0188233500990703,"value_alt_offset"
"630","qeaducsgetncgeb","perc_offset",3,2,0.0486962177712076,"perc_offset"
"631","qreecv8wv03uqw8","perc_offset",1,1,0.84156378600823,"value_alt_offset"
"632","qreecv8wv03uqw8","perc_offset",1,2,0.462962962962963,"value_alt_offset"
"633","qreecv8wv03uqw8","perc_offset",2,1,0.775720164609053,"value_alt_offset"
"634","qreecv8wv03uqw8","perc_offset",2,2,0.623456790123457,"value_alt_offset"
"635","qreecv8wv03uqw8","perc_offset",3,1,0.113168724279835,"value_alt_offset"
"636","qreecv8wv03uqw8","perc_offset",3,2,0.611111111111111,"value_alt_offset"
"637","qw7q50m2o58ugvl","perc_offset",1,1,0.202348896679029,"value_alt_offset"
"638","qw7q50m2o58ugvl","perc_offset",1,2,0.425925925925926,"value_alt_offset"
"639","qw7q50m2o58ugvl","perc_offset",2,1,0.179012345679012,"value_alt_offset"
"640","qw7q50m2o58ugvl","perc_offset",2,2,0.364197530864198,"value_alt_offset"
"641","qw7q50m2o58ugvl","perc_offset",3,1,0.141975959098023,"value_alt_offset"
"642","qw7q50m2o58ugvl","perc_offset",3,2,0.121399176954733,"value_alt_offset"
"643","r018cukle69r1bf","perc_offset",1,1,0.537037037036906,"value_alt_offset"
"644","r018cukle69r1bf","perc_offset",1,2,0.537037013806464,"value_alt_offset"
"645","r018cukle69r1bf","perc_offset",2,1,0.6440329218107,"value_alt_offset"
"646","r018cukle69r1bf","perc_offset",2,2,0.606995884773663,"value_alt_offset"
"647","r018cukle69r1bf","perc_offset",3,1,0.291495198902606,"value_alt_offset"
"648","r018cukle69r1bf","perc_offset",3,2,0.3559670781893,"value_alt_offset"
"649","re53t0m5rdemzxb","perc_offset",1,1,0.240740740740741,"value_alt_offset"
"650","re53t0m5rdemzxb","perc_offset",1,2,0.179012345682553,"value_alt_offset"
"651","re53t0m5rdemzxb","perc_offset",2,1,0.277777785521302,"value_alt_offset"
"652","re53t0m5rdemzxb","perc_offset",2,2,0.0678956600907428,"value_alt_offset"
"653","re53t0m5rdemzxb","perc_offset",3,1,0.104887466341513,"value_alt_offset"
"654","re53t0m5rdemzxb","perc_offset",3,2,0.240588324950465,"value_alt_offset"
"655","regcubm60dchcxr","perc_offset",1,1,0.104938271604938,"perc_offset"
"656","regcubm60dchcxr","perc_offset",1,2,0.135116598079561,"perc_offset"
"657","regcubm60dchcxr","perc_offset",2,1,0.0596707741176134,"value_alt_offset"
"658","regcubm60dchcxr","perc_offset",2,2,0.169410150891632,"value_alt_offset"
"659","regcubm60dchcxr","perc_offset",3,1,0.349159175471486,"perc_offset"
"660","regcubm60dchcxr","perc_offset",3,2,0.0185185185185185,"perc_offset"
"661","rf8fvjnsk6r07uc","perc_offset",1,1,0.401234567901235,"value_alt_offset"
"662","rf8fvjnsk6r07uc","perc_offset",1,2,0.265432098765432,"value_alt_offset"
"663","rf8fvjnsk6r07uc","perc_offset",2,1,0.500457874596302,"value_alt_offset"
"664","rf8fvjnsk6r07uc","perc_offset",2,2,0.623456790123457,"value_alt_offset"
"665","rf8fvjnsk6r07uc","perc_offset",3,1,0.668724279835391,"value_alt_offset"
"666","rf8fvjnsk6r07uc","perc_offset",3,2,0.228395061728395,"value_alt_offset"
"667","rn0an20lmaomk57","perc_offset",1,1,0.479423868312757,"value_alt_offset"
"668","rn0an20lmaomk57","perc_offset",1,2,0.685185185185185,"value_alt_offset"
"669","rn0an20lmaomk57","perc_offset",2,1,0.281893004115226,"value_alt_offset"
"670","rn0an20lmaomk57","perc_offset",2,2,0.981481481481481,"value_alt_offset"
"671","rn0an20lmaomk57","perc_offset",3,1,0.816872427983539,"value_alt_offset"
"672","rn0an20lmaomk57","perc_offset",3,2,0.376543209876543,"perc_offset"
"673","rxol1dxl6nen4em","perc_offset",1,1,0.187700045724737,"perc_offset"
"674","rxol1dxl6nen4em","perc_offset",1,2,0.462968607992218,"value_alt_offset"
"675","rxol1dxl6nen4em","perc_offset",2,1,0.401082152110959,"value_alt_offset"
"676","rxol1dxl6nen4em","perc_offset",2,2,0.269547325102881,"value_alt_offset"
"677","rxol1dxl6nen4em","perc_offset",3,1,0.150205761316872,"value_alt_offset"
"678","rxol1dxl6nen4em","perc_offset",3,2,0.364197530864198,"value_alt_offset"
"679","ryf84f70g5thl4l","perc_offset",1,1,0.130086877000457,"perc_offset"
"680","ryf84f70g5thl4l","perc_offset",1,2,0.479423868312757,"value_alt_offset"
"681","ryf84f70g5thl4l","perc_offset",2,1,0.154320987654321,"value_alt_offset"
"682","ryf84f70g5thl4l","perc_offset",2,2,0.611111111111111,"value_alt_offset"
"683","ryf84f70g5thl4l","perc_offset",3,1,0.0595183661027283,"value_alt_offset"
"684","ryf84f70g5thl4l","perc_offset",3,2,0.277320507176377,"value_alt_offset"
"685","s79rv87vd0ov68q","perc_offset",1,1,0.499994145895572,"perc_offset"
"686","s79rv87vd0ov68q","perc_offset",1,2,0.0191281816689999,"perc_offset"
"687","s79rv87vd0ov68q","perc_offset",2,1,0.0555555555555556,"perc_offset"
"688","s79rv87vd0ov68q","perc_offset",2,2,0.746862774983488,"value_alt_offset"
"689","s79rv87vd0ov68q","perc_offset",3,1,0.191358024691358,"value_alt_offset"
"690","s79rv87vd0ov68q","perc_offset",3,2,0.0679012345679013,"value_alt_offset"
"691","s7enbyv4of56b3e","perc_offset",1,1,0.0185233272471555,"perc_offset"
"692","s7enbyv4of56b3e","perc_offset",1,2,0.140603566529492,"perc_offset"
"693","s7enbyv4of56b3e","perc_offset",2,1,0.500457247370828,"value_alt_offset"
"694","s7enbyv4of56b3e","perc_offset",2,2,0.0720164609053498,"perc_offset"
"695","s7enbyv4of56b3e","perc_offset",3,1,0.166666666666667,"perc_offset"
"696","s7enbyv4of56b3e","perc_offset",3,2,0.0143863570932616,"value_alt_offset"
"697","sh3z56uk3q0ddzd","perc_offset",1,1,0.240283493369915,"perc_offset"
"698","sh3z56uk3q0ddzd","perc_offset",1,2,0.535665294924554,"value_alt_offset"
"699","sh3z56uk3q0ddzd","perc_offset",2,1,0.179063150942438,"value_alt_offset"
"700","sh3z56uk3q0ddzd","perc_offset",2,2,0.685185185185185,"value_alt_offset"
"701","sh3z56uk3q0ddzd","perc_offset",3,1,0.623456790123457,"value_alt_offset"
"702","sh3z56uk3q0ddzd","perc_offset",3,2,0.693415637860082,"value_alt_offset"
"703","ssbsk72ruz2tdg1","perc_offset",1,1,0.129680643968213,"perc_offset"
"704","ssbsk72ruz2tdg1","perc_offset",1,2,0.0226337448559671,"perc_offset"
"705","ssbsk72ruz2tdg1","perc_offset",2,1,0.248971193415638,"value_alt_offset"
"706","ssbsk72ruz2tdg1","perc_offset",2,2,0.166666666666667,"value_alt_offset"
"707","ssbsk72ruz2tdg1","perc_offset",3,1,0.0185185185185185,"perc_offset"
"708","ssbsk72ruz2tdg1","perc_offset",3,2,0.0596707818930041,"value_alt_offset"
"709","swmufx7egboodpe","perc_offset",1,1,0.722222222222222,"value_alt_offset"
"710","swmufx7egboodpe","perc_offset",1,2,0.302333647356477,"value_alt_offset"
"711","swmufx7egboodpe","perc_offset",2,1,0.746913580246913,"perc_offset"
"712","swmufx7egboodpe","perc_offset",2,2,0.627572016460905,"value_alt_offset"
"713","swmufx7egboodpe","perc_offset",3,1,0.516460905349794,"perc_offset"
"714","swmufx7egboodpe","perc_offset",3,2,0.232510288065844,"perc_offset"
"715","t53tjn7r8ydtmtq","perc_offset",1,1,0.87037037037037,"value_alt_offset"
"716","t53tjn7r8ydtmtq","perc_offset",1,2,0.463928262968043,"value_alt_offset"
"717","t53tjn7r8ydtmtq","perc_offset",2,1,0.15432098765419,"value_alt_offset"
"718","t53tjn7r8ydtmtq","perc_offset",2,2,0.727709190672153,"perc_offset"
"719","t53tjn7r8ydtmtq","perc_offset",3,1,0.0679012345679013,"value_alt_offset"
"720","t53tjn7r8ydtmtq","perc_offset",3,2,0.277777777777778,"value_alt_offset"
"721","tk2emgkdo0xmkfn","perc_offset",1,1,0.187242798353909,"value_alt_offset"
"722","tk2emgkdo0xmkfn","perc_offset",1,2,0.166666666666667,"value_alt_offset"
"723","tk2emgkdo0xmkfn","perc_offset",2,1,0.187242798353909,"value_alt_offset"
"724","tk2emgkdo0xmkfn","perc_offset",2,2,0.454732510288066,"value_alt_offset"
"725","tk2emgkdo0xmkfn","perc_offset",3,1,0.115912208504801,"value_alt_offset"
"726","tk2emgkdo0xmkfn","perc_offset",3,2,0.277777777777909,"value_alt_offset"
"727","u22e26jm4cy25av","perc_offset",1,1,0.388888888888889,"value_alt_offset"
"728","u22e26jm4cy25av","perc_offset",1,2,0.771604938271605,"value_alt_offset"
"729","u22e26jm4cy25av","perc_offset",2,1,0.393004115226337,"value_alt_offset"
"730","u22e26jm4cy25av","perc_offset",2,2,0.0925925925925926,"value_alt_offset"
"731","u22e26jm4cy25av","perc_offset",3,1,0.672382258802012,"value_alt_offset"
"732","u22e26jm4cy25av","perc_offset",3,2,0.240740740740741,"perc_offset"
"733","u556z6wn629kwu5","perc_offset",1,1,0.351851851851852,"value_alt_offset"
"734","u556z6wn629kwu5","perc_offset",1,2,0.0924401759419251,"perc_offset"
"735","u556z6wn629kwu5","perc_offset",2,1,0.179012345679012,"value_alt_offset"
"736","u556z6wn629kwu5","perc_offset",2,2,0.425925298700452,"value_alt_offset"
"737","u556z6wn629kwu5","perc_offset",3,1,0.228395061728395,"perc_offset"
"738","u556z6wn629kwu5","perc_offset",3,2,0.179012345680193,"value_alt_offset"
"739","u5kwzdtotz39jwp","perc_offset",1,1,0.277777777777778,"perc_offset"
"740","u5kwzdtotz39jwp","perc_offset",1,2,0.302469135802469,"value_alt_offset"
"741","u5kwzdtotz39jwp","perc_offset",2,1,0.128257887517147,"value_alt_offset"
"742","u5kwzdtotz39jwp","perc_offset",2,2,0.174897119341564,"value_alt_offset"
"743","u5kwzdtotz39jwp","perc_offset",3,1,0.253543667123914,"value_alt_offset"
"744","u5kwzdtotz39jwp","perc_offset",3,2,0.154320987654321,"value_alt_offset"
"745","uaf4fed1xj02ps4","perc_offset",1,1,0.757887517146776,"value_alt_offset"
"746","uaf4fed1xj02ps4","perc_offset",1,2,0.327160493827161,"value_alt_offset"
"747","uaf4fed1xj02ps4","perc_offset",2,1,0.58641975308642,"value_alt_offset"
"748","uaf4fed1xj02ps4","perc_offset",2,2,0.660493827160494,"value_alt_offset"
"749","uaf4fed1xj02ps4","perc_offset",3,1,0.969186607732561,"value_alt_offset"
"750","uaf4fed1xj02ps4","perc_offset",3,2,0.956789914381632,"value_alt_offset"
"751","ug2w7q3f6pgxf6e","perc_offset",1,1,0.833333333333333,"value_alt_offset"
"752","ug2w7q3f6pgxf6e","perc_offset",1,2,0.967764068100177,"value_alt_offset"
"753","ug2w7q3f6pgxf6e","perc_offset",2,1,0.903292181069959,"value_alt_offset"
"754","ug2w7q3f6pgxf6e","perc_offset",2,2,0.611111111111111,"value_alt_offset"
"755","ug2w7q3f6pgxf6e","perc_offset",3,1,0.771604938271605,"value_alt_offset"
"756","ug2w7q3f6pgxf6e","perc_offset",3,2,0.907407407407407,"value_alt_offset"
"757","unp160hltucmgwb","perc_offset",1,1,0.61111111120671,"value_alt_offset"
"758","unp160hltucmgwb","perc_offset",1,2,0.364197530864198,"value_alt_offset"
"759","unp160hltucmgwb","perc_offset",2,1,0.240740740740741,"value_alt_offset"
"760","unp160hltucmgwb","perc_offset",2,2,0.351851851851852,"value_alt_offset"
"761","unp160hltucmgwb","perc_offset",3,1,0.833333333333333,"value_alt_offset"
"762","unp160hltucmgwb","perc_offset",3,2,0.243484224965706,"value_alt_offset"
"763","v2rgepeoz23lhyb","perc_offset",1,1,0.944444467675018,"value_alt_offset"
"764","v2rgepeoz23lhyb","perc_offset",1,2,0.425931570955195,"value_alt_offset"
"765","v2rgepeoz23lhyb","perc_offset",2,1,0.845679221420837,"value_alt_offset"
"766","v2rgepeoz23lhyb","perc_offset",2,2,0.475765889346136,"value_alt_offset"
"767","v2rgepeoz23lhyb","perc_offset",3,1,0.763374483015533,"value_alt_offset"
"768","v2rgepeoz23lhyb","perc_offset",3,2,0.932098765432099,"value_alt_offset"
"769","vnoz56ecccya7hk","perc_offset",1,1,0.38477366255144,"value_alt_offset"
"770","vnoz56ecccya7hk","perc_offset",1,2,0.117588782197836,"value_alt_offset"
"771","vnoz56ecccya7hk","perc_offset",2,1,0.177646457670957,"value_alt_offset"
"772","vnoz56ecccya7hk","perc_offset",2,2,0.31481418758934,"value_alt_offset"
"773","vnoz56ecccya7hk","perc_offset",3,1,0.154320987654321,"value_alt_offset"
"774","vnoz56ecccya7hk","perc_offset",3,2,0.154320778579163,"value_alt_offset"
"775","wey1upork0e0epr","perc_offset",1,1,0.0433453469209782,"perc_offset"
"776","wey1upork0e0epr","perc_offset",1,2,0.0518975765889346,"perc_offset"
"777","wey1upork0e0epr","perc_offset",2,1,0.0555045412169722,"perc_offset"
"778","wey1upork0e0epr","perc_offset",2,2,0.0596538468051957,"perc_offset"
"779","wey1upork0e0epr","perc_offset",3,1,0.0555555555553807,"perc_offset"
"780","wey1upork0e0epr","perc_offset",3,2,0.0541781684138033,"perc_offset"
"781","wf4mq2s0e98ce4z","perc_offset",1,1,0.685185185185185,"value_alt_offset"
"782","wf4mq2s0e98ce4z","perc_offset",1,2,0.537037037037037,"value_alt_offset"
"783","wf4mq2s0e98ce4z","perc_offset",2,1,0.919753086419753,"value_alt_offset"
"784","wf4mq2s0e98ce4z","perc_offset",2,2,0.746913580246913,"value_alt_offset"
"785","wf4mq2s0e98ce4z","perc_offset",3,1,0.282350251486054,"value_alt_offset"
"786","wf4mq2s0e98ce4z","perc_offset",3,2,0.616598079561043,"value_alt_offset"
"787","ws44qtt9xen2xsl","perc_offset",1,1,0.290123456790123,"value_alt_offset"
"788","ws44qtt9xen2xsl","perc_offset",1,2,0.277777777777778,"value_alt_offset"
"789","ws44qtt9xen2xsl","perc_offset",2,1,0.31476400955139,"perc_offset"
"790","ws44qtt9xen2xsl","perc_offset",2,2,0.179469600793364,"value_alt_offset"
"791","ws44qtt9xen2xsl","perc_offset",3,1,0.104938271604938,"value_alt_offset"
"792","ws44qtt9xen2xsl","perc_offset",3,2,0.133744855967078,"value_alt_offset"
"793","wwv18727elhq22u","perc_offset",1,1,0.387517146776406,"value_alt_offset"
"794","wwv18727elhq22u","perc_offset",1,2,0.491769547325103,"value_alt_offset"
"795","wwv18727elhq22u","perc_offset",2,1,0.537037037037037,"value_alt_offset"
"796","wwv18727elhq22u","perc_offset",2,2,0.450617283950617,"perc_offset"
"797","wwv18727elhq22u","perc_offset",3,1,0.364197530864198,"perc_offset"
"798","wwv18727elhq22u","perc_offset",3,2,0.426383173296754,"perc_offset"
"799","x0nfe7hwu2yt5az","perc_offset",1,1,0.0183661026338238,"perc_offset"
"800","x0nfe7hwu2yt5az","perc_offset",1,2,0.0185147551656722,"perc_offset"
"801","x0nfe7hwu2yt5az","perc_offset",2,1,0.0184676900245201,"perc_offset"
"802","x0nfe7hwu2yt5az","perc_offset",2,2,0.0184846483429017,"perc_offset"
"803","x0nfe7hwu2yt5az","perc_offset",3,1,0.0183679844046658,"perc_offset"
"804","x0nfe7hwu2yt5az","perc_offset",3,2,0.166666658923142,"value_alt_offset"
"805","x0ztn8ulz4wsjnf","perc_offset",1,1,0.462962962962963,"value_alt_offset"
"806","x0ztn8ulz4wsjnf","perc_offset",1,2,0.302471017478892,"value_alt_offset"
"807","x0ztn8ulz4wsjnf","perc_offset",2,1,0.425925925925926,"value_alt_offset"
"808","x0ztn8ulz4wsjnf","perc_offset",2,2,0.87037037037037,"value_alt_offset"
"809","x0ztn8ulz4wsjnf","perc_offset",3,1,0.825102880658436,"value_alt_offset"
"810","x0ztn8ulz4wsjnf","perc_offset",3,2,0.851623228166438,"value_alt_offset"
"811","x31a150jh7x0sc3","perc_offset",1,1,0.87037037037037,"value_alt_offset"
"812","x31a150jh7x0sc3","perc_offset",1,2,0.253086419753086,"value_alt_offset"
"813","x31a150jh7x0sc3","perc_offset",2,1,0.137860082304527,"value_alt_offset"
"814","x31a150jh7x0sc3","perc_offset",2,2,0.745541838134431,"value_alt_offset"
"815","x31a150jh7x0sc3","perc_offset",3,1,0.117283950617284,"value_alt_offset"
"816","x31a150jh7x0sc3","perc_offset",3,2,0.611111111111111,"value_alt_offset"
"817","x6cu75oy88jq32r","perc_offset",1,1,0.884087791495199,"value_alt_offset"
"818","x6cu75oy88jq32r","perc_offset",1,2,0.265431471539958,"value_alt_offset"
"819","x6cu75oy88jq32r","perc_offset",2,1,0.0802469135802469,"value_alt_offset"
"820","x6cu75oy88jq32r","perc_offset",2,2,0.833333333333333,"value_alt_offset"
"821","x6cu75oy88jq32r","perc_offset",3,1,0.117283950617284,"value_alt_offset"
"822","x6cu75oy88jq32r","perc_offset",3,2,0.495884773662551,"value_alt_offset"
"823","y71fvh7ol8vycb2","perc_offset",1,1,0.549382716049383,"value_alt_offset"
"824","y71fvh7ol8vycb2","perc_offset",1,2,0.347584209724127,"value_alt_offset"
"825","y71fvh7ol8vycb2","perc_offset",2,1,0.397119341563786,"value_alt_offset"
"826","y71fvh7ol8vycb2","perc_offset",2,2,0.475308641975309,"value_alt_offset"
"827","y71fvh7ol8vycb2","perc_offset",3,1,0.269547325102881,"value_alt_offset"
"828","y71fvh7ol8vycb2","perc_offset",3,2,0.27732053040695,"perc_offset"
"829","zdzld8scpb2ydmo","perc_offset",1,1,0.0925925925925926,"value_alt_offset"
"830","zdzld8scpb2ydmo","perc_offset",1,2,0.166666666666667,"value_alt_offset"
"831","zdzld8scpb2ydmo","perc_offset",2,1,0.129680434893055,"value_alt_offset"
"832","zdzld8scpb2ydmo","perc_offset",2,2,0.166666666666667,"value_alt_offset"
"833","zdzld8scpb2ydmo","perc_offset",3,1,0.0432098765750763,"value_alt_offset"
"834","zdzld8scpb2ydmo","perc_offset",3,2,0.0884773662551441,"value_alt_offset"
"835","zqr31esvemh6qkz","perc_offset",1,1,0.91152326097033,"perc_offset"
"836","zqr31esvemh6qkz","perc_offset",1,2,0.940329218106996,"perc_offset"
"837","zqr31esvemh6qkz","perc_offset",2,1,0.214677640603567,"value_alt_offset"
"838","zqr31esvemh6qkz","perc_offset",2,2,0.0185184952879454,"value_alt_offset"
"839","zqr31esvemh6qkz","perc_offset",3,1,0.0927450083828685,"value_alt_offset"
"840","zqr31esvemh6qkz","perc_offset",3,2,0.0185185185185185,"value_alt_offset"
